2007-05-08,5.8,BR,3.0,12.0,58,0.0,0.0,11,2.7,30.03,0.0,29.29,68.0,82,54,5.4,HZ,5.0,126.0,57,0.0,0.005,8,2.5,30.02,0.0,29.36,70.0,80,60,14.299999999999999,14.299999999999999,41.995,-87.933,41.786,-87.752
2007-05-09,6.2,BR HZ,4.0,13.0,59,0.0,0.13,9,3.9,29.94,0.0,29.21,69.0,77,61,5.9,BR HZ,5.0,126.0,60,0.0,0.02,7,3.9,29.93,0.0,29.28,70.0,76,63,14.333333333333332,14.333333333333332,41.995,-87.933,41.786,-87.752
2007-05-10,4.1,BR,5.0,14.0,52,0.0,0.0,17,0.7,29.92,0.0,29.2,70.0,84,56,3.9,BR HZ,6.0,127.0,52,0.0,0.0,9,2.0,29.91,0.0,29.26,71.0,83,59,14.366666666666667,14.366666666666667,41.995,-87.933,41.786,-87.752
2007-05-11,12.9, ,0.0,4.0,42,4.0,0.0,3,11.3,30.04,0.0,29.33,61.0,70,51,12.8, ,0.0,118.0,44,4.0,0.0,36,11.7,30.03,0.0,29.39,61.0,73,49,14.4,14.4,41.995,-87.933,41.786,-87.752
2007-05-12,12.9, ,0.0,-2.0,36,10.0,0.0,3,12.4,30.2,0.0,29.49,55.0,64,46,13.0, ,0.0,113.0,37,9.0,0.0,1,12.7,30.19,0.0,29.54,56.0,65,47,14.433333333333334,14.433333333333334,41.995,-87.933,41.786,-87.752
2007-05-13,8.1, ,0.0,-2.0,33,9.0,0.0,14,6.6,30.24,0.0,29.49,56.0,69,43,7.6, ,0.0,115.0,32,8.0,0.0,11,6.4,30.24,0.0,29.55,57.0,69,44,14.466666666666669,14.466666666666669,41.995,-87.933,41.786,-87.752
2007-05-14,17.3, ,8.0,15.0,47,0.0,0.0,21,16.9,29.97,0.0,29.23,73.0,90,56,14.6, ,7.0,130.0,45,0.0,0.0,21,14.1,29.98,0.0,29.31,72.0,90,54,14.5,14.5,41.995,-87.933,41.786,-87.752
2007-05-15,12.3,RA BR,4.0,11.0,56,0.0,0.38,27,8.1,29.84,0.0,29.13,69.0,80,57,10.8,TSRA RA BR,4.0,127.0,56,0.0,0.6,25,8.1,29.83,0.0,29.19,69.0,82,56,14.533333333333333,14.533333333333333,41.995,-87.933,41.786,-87.752
2007-05-16,12.2,RA BR,0.0,-4.0,43,10.0,0.14,36,7.8,30.03,0.0,29.33,55.0,66,44,11.8,RA BR,0.0,114.0,42,10.0,0.07,36,8.0,30.03,0.0,29.39,55.0,64,45,14.566666666666666,14.566666666666666,41.995,-87.933,41.786,-87.752
2007-05-17,11.3, ,0.0,-6.0,32,12.0,0.0,3,10.5,30.27,0.0,29.55,53.0,62,43,12.2, ,0.0,112.0,32,12.0,0.0,1,11.7,30.27,0.0,29.62,53.0,61,44,14.600000000000001,14.600000000000001,41.995,-87.933,41.786,-87.752
2007-05-18,7.5, ,0.0,-3.0,30,8.0,0.0,25,5.4,30.25,0.0,29.53,57.0,71,42,5.5, ,0.0,117.0,31,8.0,0.0,22,3.4,30.26,0.0,29.6,57.0,70,43,14.633333333333333,14.633333333333333,41.995,-87.933,41.786,-87.752
2007-05-19,11.4, ,3.0,8.0,39,0.0,0.0,24,11.1,30.08,0.0,29.34,68.0,80,56,11.4, ,3.0,128.0,37,0.0,0.0,23,11.1,30.08,0.0,29.41,68.0,80,56,14.666666666666666,14.666666666666666,41.995,-87.933,41.786,-87.752
2007-05-20,10.7,RA VCTS,0.0,-5.0,40,9.0,0.07,4,10.4,30.11,0.0,29.38,56.0,69,43,9.7,TSRA RA,0.0,118.0,41,8.0,0.11,3,8.6,30.11,0.0,29.44,57.0,69,44,14.7,14.7,41.995,-87.933,41.786,-87.752
2007-05-21,8.2, ,0.0,1.0,50,3.0,0.0,11,6.3,30.06,0.0,29.33,62.0,80,44,7.8, ,0.0,124.0,50,2.0,0.0,10,6.3,30.05,0.0,29.39,63.0,79,46,14.733333333333334,14.733333333333334,41.995,-87.933,41.786,-87.752
2007-05-22,10.2, ,6.0,10.0,46,0.0,0.0,18,10.0,30.06,0.0,29.34,71.0,87,55,10.6, ,9.0,135.0,44,0.0,0.0,16,10.1,30.05,0.0,29.41,74.0,87,60,14.766666666666666,14.766666666666666,41.995,-87.933,41.786,-87.752
2007-05-23,11.8, ,10.0,14.0,49,0.0,0.0,19,11.4,30.1,0.0,29.39,75.0,89,60,11.2, ,13.0,139.0,48,0.0,0.0,18,10.9,30.1,0.0,29.47,78.0,89,66,14.783333333333331,14.783333333333331,41.995,-87.933,41.786,-87.752
2007-05-24,17.3,RA HZ,11.0,14.0,54,0.0,0.02,21,14.9,30.11,0.0,29.41,76.0,88,63,15.2,RA HZ,12.0,139.0,53,0.0,0.005,20,13.8,30.1,0.0,29.47,77.0,88,66,14.816666666666665,14.816666666666665,41.995,-87.933,41.786,-87.752
2007-05-25,8.8, ,0.0,1.0,44,2.0,0.005,5,4.9,30.24,0.0,29.51,63.0,70,56,8.2,RA BR,0.0,124.0,46,3.0,0.09,5,4.5,30.23,0.0,29.57,62.0,66,57,14.850000000000001,14.850000000000001,41.995,-87.933,41.786,-87.752
2007-05-26,7.2,TSRA RA BR HZ,0.0,-5.0,55,8.0,1.01,17,2.8,30.11,0.0,29.36,57.0,65,49,7.8,TSRA RA BR,0.0,122.0,55,5.0,0.28,15,2.5,30.1,0.0,29.42,60.0,70,50,14.883333333333333,14.883333333333333,41.995,-87.933,41.786,-87.752
2007-05-27,9.5,RA BR,1.0,4.0,47,0.0,0.04,26,8.9,30.06,0.0,29.34,66.0,75,57,9.2,RA BR,2.0,129.0,49,0.0,0.08,24,8.2,30.05,0.0,29.41,67.0,75,59,14.899999999999999,14.899999999999999,41.995,-87.933,41.786,-87.752
2007-05-28,5.3,RA,0.0,2.0,47,0.0,0.005,10,4.8,30.15,0.0,29.43,65.0,79,50,5.2, ,0.0,128.0,49,0.0,0.0,8,4.7,30.14,0.0,29.49,65.0,76,54,14.916666666666666,14.916666666666666,41.995,-87.933,41.786,-87.752
2007-05-29,6.5,BR HZ,9.0,10.0,58,0.0,0.0,18,5.8,30.11,0.0,29.39,74.0,88,60,7.4,BR HZ,12.0,141.0,59,0.0,0.0,16,5.8,30.09,0.0,29.44,77.0,88,65,14.933333333333335,14.933333333333335,41.995,-87.933,41.786,-87.752
2007-05-30,10.6,HZ,12.0,13.0,58,0.0,0.0,19,10.3,30.04,0.0,29.31,77.0,87,66,10.1,HZ,15.0,144.0,57,0.0,0.0,17,9.7,30.03,0.0,29.38,80.0,89,70,14.966666666666669,14.966666666666669,41.995,-87.933,41.786,-87.752
2007-05-31,9.9,RA HZ,7.0,8.0,61,0.0,0.01,19,9.3,30.0,0.0,29.28,72.0,78,65,9.2,RA BR,9.0,138.0,61,0.0,0.53,18,8.9,29.99,0.0,29.34,74.0,80,68,14.983333333333334,14.983333333333334,41.995,-87.933,41.786,-87.752
2007-06-01,6.4,TSRA BR HZ,9.0,10.0,63,0.0,0.19,17,4.2,29.91,0.0,29.19,74.0,85,62,5.8,TSRA BR HZ,12.0,141.0,63,0.0,0.21,16,4.7,29.9,0.0,29.25,77.0,86,67,15.016666666666666,15.016666666666666,41.995,-87.933,41.786,-87.752
2007-06-02,7.4,RA BR,8.0,9.0,63,0.0,0.04,22,6.5,29.77,0.0,29.03,73.0,81,65,8.2,RA BR,10.0,139.0,62,0.0,0.005,21,7.5,29.76,0.0,29.1,75.0,81,68,15.016666666666666,15.016666666666666,41.995,-87.933,41.786,-87.752
2007-06-03,6.7,TSRA RA BR HZ,5.0,6.0,60,0.0,0.01,25,5.2,29.56,0.0,28.82,70.0,78,62,7.2,RA BR HZ VCTS,6.0,135.0,60,0.0,0.32,24,4.9,29.54,0.0,28.87,71.0,77,64,15.05,15.05,41.995,-87.933,41.786,-87.752
2007-06-04,9.7,TSRA RA BR,0.0,1.0,58,0.0,0.39,31,7.8,29.52,0.0,28.82,65.0,71,58,10.1,RA BR,0.0,128.0,57,1.0,0.31,30,7.9,29.51,0.0,28.88,64.0,72,56,15.066666666666666,15.066666666666666,41.995,-87.933,41.786,-87.752
2007-06-05,7.6,RA BR,0.0,-9.0,48,9.0,0.42,5,5.2,29.79,0.0,29.1,56.0,64,47,8.1,RA BR,0.0,122.0,47,8.0,0.27,3,6.2,29.78,0.0,29.16,57.0,63,51,15.1,15.1,41.995,-87.933,41.786,-87.752
2007-06-06,11.4,RA,0.0,-8.0,48,7.0,0.01,17,10.8,29.81,0.0,29.07,58.0,71,44,10.6,RA,0.0,127.0,47,4.0,0.005,15,9.6,29.82,0.0,29.13,61.0,73,48,15.1,15.1,41.995,-87.933,41.786,-87.752
2007-06-07,23.1, ,16.0,15.0,62,0.0,0.0,20,22.7,29.55,0.0,28.84,81.0,91,71,20.7, ,17.0,148.0,61,0.0,0.0,19,20.3,29.55,0.0,28.91,82.0,92,71,15.116666666666665,15.116666666666665,41.995,-87.933,41.786,-87.752
2007-06-08,13.8, ,4.0,3.0,53,0.0,0.0,28,10.9,29.85,0.0,29.18,69.0,81,57,12.4, ,7.0,138.0,54,0.0,0.0,26,9.3,29.83,0.0,29.24,72.0,81,63,15.133333333333335,15.133333333333335,41.995,-87.933,41.786,-87.752
2007-06-09,5.0, ,1.0,0.0,47,0.0,0.0,33,0.3,30.07,0.0,29.36,66.0,79,52,4.7, ,3.0,134.0,49,0.0,0.0,19,2.4,30.05,0.0,29.42,68.0,79,57,15.150000000000002,15.150000000000002,41.995,-87.933,41.786,-87.752
2007-06-10,5.6, ,3.0,1.0,51,0.0,0.0,17,4.8,30.05,0.0,29.34,68.0,81,55,5.8, ,6.0,138.0,50,0.0,0.0,16,4.6,30.04,0.0,29.39,71.0,81,61,15.166666666666668,15.166666666666668,41.995,-87.933,41.786,-87.752
2007-06-11,6.9, ,7.0,5.0,52,0.0,0.0,11,4.9,30.11,0.0,29.41,72.0,86,58,8.4, ,10.0,142.0,51,0.0,0.0,9,6.6,30.09,0.0,29.47,75.0,85,65,15.166666666666668,15.166666666666668,41.995,-87.933,41.786,-87.752
2007-06-12,8.8, ,8.0,5.0,50,0.0,0.0,5,8.3,30.16,0.0,29.44,73.0,83,62,10.0, ,9.0,142.0,51,0.0,0.0,5,9.4,30.14,0.0,29.49,74.0,82,66,15.183333333333334,15.183333333333334,41.995,-87.933,41.786,-87.752
2007-06-13,8.6, ,9.0,6.0,53,0.0,0.0,5,7.2,30.09,0.0,29.36,74.0,87,60,8.2, ,12.0,145.0,53,0.0,0.0,5,7.0,30.07,0.0,29.424999999999997,77.0,86,68,15.183333333333334,15.183333333333334,41.995,-87.933,41.786,-87.752
2007-06-14,6.8, ,12.0,9.0,55,0.0,0.0,5,5.6,30.02,0.0,29.3,77.0,89,64,6.4, ,14.0,147.0,54,0.0,0.0,7,5.9,30.0,0.0,29.36,79.0,89,68,15.2,15.2,41.995,-87.933,41.786,-87.752
2007-06-15,4.9, ,12.0,9.0,56,0.0,0.0,6,4.1,29.99,0.0,29.28,77.0,91,63,4.1, ,13.0,146.0,56,0.0,0.0,9,3.8,29.97,0.0,29.34,78.0,89,67,15.2,15.2,41.995,-87.933,41.786,-87.752
2007-06-16,5.8,RA HZ,15.0,11.0,60,0.0,0.005,28,4.8,29.97,0.0,29.26,80.0,93,66,6.1,HZ,15.0,149.0,61,0.0,0.005,22,2.1,29.96,0.0,29.33,80.0,92,68,15.216666666666669,15.216666666666669,41.995,-87.933,41.786,-87.752
2007-06-17,6.3,HZ,16.0,12.0,64,0.0,0.0,11,2.8,29.95,0.0,29.23,81.0,91,70,6.1,HZ,16.0,150.0,65,0.0,0.16,11,4.0,29.93,0.0,29.28,81.0,91,71,15.216666666666669,15.216666666666669,41.995,-87.933,41.786,-87.752
2007-06-18,15.1,TSRA RA HZ,14.0,9.0,65,0.0,0.28,20,14.0,29.84,0.0,29.12,79.0,89,69,12.6,TSRA RA HZ,16.0,151.0,65,0.0,0.02,20,12.2,29.83,0.0,29.19,81.0,89,73,15.216666666666669,15.216666666666669,41.995,-87.933,41.786,-87.752
2007-06-19,11.4,RA,8.0,3.0,55,0.0,0.58,28,10.7,29.95,0.0,29.26,73.0,80,65,11.3,RA BR,8.0,143.0,55,0.0,0.93,29,10.1,29.93,0.0,29.31,73.0,81,65,15.233333333333334,15.233333333333334,41.995,-87.933,41.786,-87.752
2007-06-20,8.8, ,8.0,3.0,52,0.0,0.0,27,7.8,30.1,0.0,29.39,73.0,84,61,7.7, ,9.0,144.0,50,0.0,0.0,28,5.9,30.09,0.0,29.46,74.0,85,62,15.233333333333334,15.233333333333334,41.995,-87.933,41.786,-87.752
2007-06-21,10.7,RA,4.0,-1.0,51,0.0,0.01,3,3.5,30.08,0.0,29.36,69.0,77,61,9.6,RA,8.0,143.0,51,0.0,0.005,2,3.7,30.06,0.0,29.41,73.0,80,66,15.233333333333334,15.233333333333334,41.995,-87.933,41.786,-87.752
2007-06-22,8.7,RA,4.0,-1.0,50,0.0,0.005,6,7.8,30.06,0.0,29.33,69.0,76,61,8.1,RA,4.0,139.0,49,0.0,0.005,7,6.5,30.05,0.0,29.39,69.0,75,62,15.233333333333333,15.233333333333333,41.995,-87.933,41.786,-87.752
2007-06-23,9.0,RA BR,0.0,-5.0,58,0.0,0.05,12,7.6,29.96,0.0,29.23,65.0,67,62,8.1,RA BR,0.0,135.0,60,0.0,0.34,11,7.3,29.95,0.0,29.28,65.0,68,61,15.233333333333333,15.233333333333333,41.995,-87.933,41.786,-87.752
2007-06-24,8.0,BR HZ,5.0,-1.0,62,0.0,0.0,9,7.0,29.97,0.0,29.26,70.0,77,63,6.0,BR HZ,5.0,141.0,62,0.0,0.0,10,5.6,29.96,0.0,29.33,70.0,75,65,15.233333333333333,15.233333333333333,41.995,-87.933,41.786,-87.752
2007-06-25,6.8,BR HZ,12.0,6.0,66,0.0,0.0,14,3.9,30.07,0.0,29.38,77.0,89,65,5.9,BR HZ,12.0,148.0,67,0.0,0.0,12,4.0,30.06,0.0,29.44,77.0,86,67,15.233333333333333,15.233333333333333,41.995,-87.933,41.786,-87.752
2007-06-26,7.1,TSRA BR HZ VCTS,16.0,10.0,69,0.0,0.16,22,6.1,30.11,0.0,29.39,81.0,92,70,8.1,BR HZ,17.0,153.0,69,0.0,0.005,21,7.3,30.09,0.0,29.45,82.0,91,73,15.216666666666665,15.216666666666665,41.995,-87.933,41.786,-87.752
2007-06-27,8.8,TSRA,16.0,10.0,70,0.0,0.15,24,7.5,30.02,0.0,29.29,81.0,91,71,8.5,TSRA RA BR,15.0,151.0,69,0.0,0.35,24,7.9,30.0,0.0,29.36,80.0,89,71,15.216666666666665,15.216666666666665,41.995,-87.933,41.786,-87.752
2007-06-28,12.5, ,1.0,-5.0,55,0.0,0.0,3,11.9,30.09,0.0,29.41,66.0,74,58,13.3, ,2.0,138.0,56,0.0,0.23333333333333334,2,12.2,30.07,0.0,29.43,67.0,73,61,15.2,15.2,41.995,-87.933,41.786,-87.752
2007-06-29,8.3, ,0.0,-8.0,55,2.0,0.0,2,7.6,30.13,0.0,29.41,63.0,70,56,8.2, ,0.0,135.0,56,1.0,0.11666666666666667,2,7.4,30.11,0.0,29.47,64.0,71,56,15.2,15.2,41.995,-87.933,41.786,-87.752
2007-06-30,5.8, ,2.0,-5.0,46,0.0,0.0,3,4.9,30.13,0.0,29.41,67.0,79,54,6.2, ,3.0,140.0,49,0.0,0.0,4,5.1,30.11,0.0,29.46,68.0,77,58,15.2,15.2,41.995,-87.933,41.786,-87.752
2007-07-01,8.6, ,0.0,-7.0,52,0.0,0.0,4,8.6,30.23,0.0,29.51,65.0,75,54,9.7, ,4.0,141.0,51,0.0,0.0,4,9.5,30.21,0.0,29.56,69.0,76,61,15.183333333333334,15.183333333333334,41.995,-87.933,41.786,-87.752
2007-07-02,8.1, ,1.0,-6.0,50,0.0,0.0,14,5.9,30.22,0.0,29.49,66.0,79,53,8.5, ,3.0,140.0,50,0.0,0.0,12,7.4,30.21,0.0,29.55,68.0,77,58,15.183333333333334,15.183333333333334,41.995,-87.933,41.786,-87.752
2007-07-03,7.3,TSRA RA BR,7.0,0.0,57,0.0,0.4,21,6.7,30.06,0.0,29.31,72.0,83,60,7.4,TSRA RA,8.0,145.0,56,0.0,0.09,21,6.4,30.05,0.0,29.38,73.0,83,63,15.166666666666666,15.166666666666666,41.995,-87.933,41.786,-87.752
2007-07-04,8.2,TSRA BR HZ FU,12.0,5.0,65,0.0,0.16,27,4.6,29.9,0.0,29.18,77.0,86,67,8.8,TSRA RA HZ FU,11.0,148.0,65,0.0,0.66,25,3.1,29.88,0.0,29.23,76.0,84,67,15.133333333333333,15.133333333333333,41.995,-87.933,41.786,-87.752
2007-07-05,8.1,BR HZ FU,15.0,8.0,60,0.0,0.0,31,6.4,29.94,0.0,29.24,80.0,89,71,6.9,BR,14.0,151.0,60,0.0,0.0,33,4.3,29.92,0.0,29.29,79.0,88,70,15.133333333333333,15.133333333333333,41.995,-87.933,41.786,-87.752
2007-07-06,5.5, ,11.0,4.0,57,0.0,0.0,5,3.2,30.03,0.0,29.32,76.0,86,66,5.5, ,11.0,148.0,57,0.0,0.0,7,3.3,30.01,0.0,29.38,76.0,84,68,15.116666666666667,15.116666666666667,41.995,-87.933,41.786,-87.752
2007-07-07,8.6, ,12.0,5.0,63,0.0,0.0,22,8.4,29.91,0.0,29.18,77.0,90,64,8.1, ,13.0,150.0,62,0.0,0.0,23,7.4,29.9,0.0,29.24,78.0,88,68,15.116666666666667,15.116666666666667,41.995,-87.933,41.786,-87.752
2007-07-08,13.1, ,20.0,12.0,67,0.0,0.0,24,12.9,29.77,0.0,29.05,85.0,94,75,12.7, ,19.0,157.0,67,0.0,0.0,23,12.6,29.76,0.0,29.12,84.0,93,75,15.083333333333334,15.083333333333334,41.995,-87.933,41.786,-87.752
2007-07-09,8.8,TSRA RA VCTS,17.0,9.0,66,0.0,0.3,24,4.9,29.8,0.0,29.11,82.0,94,70,8.8,RA,18.0,156.0,67,0.0,0.24,23,4.8,29.79,0.0,29.16,83.0,93,72,15.066666666666666,15.066666666666666,41.995,-87.933,41.786,-87.752
2007-07-10,10.5,HZ VCTS,14.0,6.0,67,0.0,0.43,23,8.6,29.77,0.0,29.06,79.0,89,69,10.2,TSRA HZ,15.0,153.0,67,0.0,0.08,23,8.2,29.76,0.0,29.13,80.0,89,70,15.066666666666666,15.066666666666666,41.995,-87.933,41.786,-87.752
2007-07-11,10.9, ,5.0,-3.0,51,0.0,0.0,30,8.8,29.93,0.0,29.23,70.0,77,62,11.2, ,5.0,143.0,51,0.0,0.0,30,9.1,29.92,0.0,29.28,70.0,77,63,15.033333333333331,15.033333333333331,41.995,-87.933,41.786,-87.752
2007-07-12,11.1, ,6.0,-2.0,51,0.0,0.0,29,9.4,29.93,0.0,29.22,71.0,80,61,11.4,VCTS,5.0,143.0,51,0.0,0.0,28,10.0,29.92,0.0,29.28,70.0,80,60,15.016666666666666,15.016666666666666,41.995,-87.933,41.786,-87.752
2007-07-13,5.3, ,3.0,-5.0,52,0.0,0.0,1,1.4,29.98,0.0,29.26,68.0,78,58,5.8, ,2.0,140.0,53,0.0,0.0,7,2.0,29.98,0.0,29.33,67.0,74,59,14.983333333333333,14.983333333333333,41.995,-87.933,41.786,-87.752
2007-07-14,13.2, ,8.0,0.0,55,0.0,0.0,26,8.3,29.79,0.0,29.08,73.0,84,61,13.9, ,9.0,147.0,55,0.0,0.0,25,8.4,29.79,0.0,29.14,74.0,85,62,14.983333333333333,14.983333333333333,41.995,-87.933,41.786,-87.752
2007-07-15,4.9, ,6.0,-3.0,53,0.0,0.0,29,2.1,29.89,0.0,29.19,71.0,82,60,6.5, ,7.0,146.0,52,0.0,0.0,9,1.2,29.88,0.0,29.25,72.0,80,64,14.95,14.95,41.995,-87.933,41.786,-87.752
2007-07-16,5.2,RA BR,9.0,0.0,60,0.0,0.39,24,4.4,29.96,0.0,29.25,74.0,82,65,6.6,TSRA RA,9.0,148.0,60,0.0,0.07,23,5.6,29.94,0.0,29.31,74.0,82,66,14.916666666666668,14.916666666666668,41.995,-87.933,41.786,-87.752
2007-07-17,6.5,RA BR VCTS,11.0,2.0,66,0.0,0.11,23,5.2,29.9,0.0,29.18,76.0,83,68,7.4,RA BR,11.0,150.0,65,0.0,0.11,23,6.3,29.89,0.0,29.24,76.0,83,69,14.900000000000002,14.900000000000002,41.995,-87.933,41.786,-87.752
2007-07-18,10.1,TSRA RA BR VCTS,12.0,3.0,68,0.0,1.55,24,9.1,29.84,0.0,29.11,77.0,85,69,10.6,TS TSRA RA BR HZ VCTS,12.0,151.0,69,0.0,0.92,24,10.3,29.83,0.0,29.18,77.0,85,69,14.866666666666665,14.866666666666665,41.995,-87.933,41.786,-87.752
2007-07-19,11.9,DZ BR,8.0,-1.0,63,0.0,0.16,1,7.0,29.9,0.0,29.21,73.0,83,63,14.4,BR HZ,8.0,147.0,62,0.0,0.01,36,7.7,29.88,0.0,29.26,73.0,82,63,14.833333333333332,14.833333333333332,41.995,-87.933,41.786,-87.752
2007-07-20,9.1, ,2.0,-7.0,53,0.0,0.0,3,8.6,30.14,0.0,29.44,67.0,75,58,11.5, ,3.0,142.0,52,0.0,0.0,4,11.3,30.12,0.0,29.49,68.0,74,62,14.833333333333332,14.833333333333332,41.995,-87.933,41.786,-87.752
2007-07-21,7.4, ,1.0,-8.0,52,0.0,0.0,3,6.5,30.22,0.0,29.51,66.0,74,58,7.4, ,2.0,141.0,52,0.0,0.0,4,5.8,30.21,0.0,29.57,67.0,75,58,14.8,14.8,41.995,-87.933,41.786,-87.752
2007-07-22,3.3, ,5.0,-4.0,55,0.0,0.0,16,1.7,30.21,0.0,29.49,70.0,81,58,3.5, ,6.0,145.0,54,0.0,0.0,18,1.9,30.2,0.0,29.54,71.0,81,61,14.76666666666667,14.76666666666667,41.995,-87.933,41.786,-87.752
2007-07-23,4.0, ,7.0,-2.0,55,0.0,0.0,9,3.2,30.1,0.0,29.37,72.0,83,60,3.9, ,8.0,147.0,55,0.0,0.0,12,2.9,30.09,0.0,29.42,73.0,82,63,14.733333333333333,14.733333333333333,41.995,-87.933,41.786,-87.752
2007-07-24,5.2, ,9.0,0.0,58,0.0,0.0,20,3.1,30.04,0.0,29.32,74.0,82,65,4.9, ,9.0,148.0,57,0.0,0.005,21,1.1,30.03,0.0,29.38,74.0,82,65,14.7,14.7,41.995,-87.933,41.786,-87.752
2007-07-25,6.6, ,13.0,4.0,61,0.0,0.005,25,5.8,30.0,0.0,29.29,78.0,85,71,7.0, ,12.0,151.0,60,0.0,0.0,23,6.4,29.99,0.0,29.35,77.0,83,70,14.666666666666668,14.666666666666668,41.995,-87.933,41.786,-87.752
2007-07-26,9.4,TS TSRA RA BR HZ,10.0,1.0,65,0.0,0.19,22,7.2,29.92,0.0,29.19,75.0,83,66,9.9,TS TSRA BR HZ,9.0,148.0,65,0.0,0.89,22,7.2,29.91,0.0,29.25,74.0,84,64,14.65,14.65,41.995,-87.933,41.786,-87.752
2007-07-27,7.9,RA BR HZ,12.0,3.0,68,0.0,0.17,3,3.0,29.82,0.0,29.11,77.0,83,70,8.1,RA BR HZ,12.0,151.0,67,0.0,0.04,36,1.2,29.8,0.0,29.16,77.0,83,70,14.616666666666667,14.616666666666667,41.995,-87.933,41.786,-87.752
2007-07-28,10.2,BR HZ,8.0,-1.0,65,0.0,0.0,3,10.0,29.93,0.0,29.23,73.0,80,66,10.7,BR HZ,10.0,149.0,65,0.0,0.0,3,10.6,29.91,0.0,29.28,75.0,80,70,14.583333333333332,14.583333333333332,41.995,-87.933,41.786,-87.752
2007-07-29,5.7, ,9.0,0.0,57,0.0,0.0,5,4.8,29.99,0.0,29.28,74.0,85,63,6.9, ,11.0,150.0,56,0.0,0.0,5,6.3,29.97,0.0,29.34,76.0,85,67,14.55,14.55,41.995,-87.933,41.786,-87.752
2007-07-30,4.3, ,11.0,2.0,55,0.0,0.0,6,3.8,30.03,0.0,29.33,76.0,89,62,4.6, ,11.0,150.0,57,0.0,0.0,6,3.1,30.01,0.0,29.39,76.0,86,65,14.516666666666667,14.516666666666667,41.995,-87.933,41.786,-87.752
2007-07-31,4.9, ,15.0,6.0,61,0.0,0.0,4,3.3,30.04,0.0,29.33,80.0,91,68,5.0, ,14.0,153.0,60,0.0,0.0,7,4.0,30.02,0.0,29.39,79.0,89,69,14.48333333333333,14.48333333333333,41.995,-87.933,41.786,-87.752
2007-08-01,4.1,HZ,16.0,8.0,62,0.0,0.0,9,3.5,30.0,0.0,29.29,81.0,92,69,3.7, ,15.0,153.0,63,0.0,0.0,13,2.1,29.98,0.0,29.34,80.0,91,69,14.433333333333334,14.433333333333334,41.995,-87.933,41.786,-87.752
2007-08-02,5.9,HZ,16.0,8.0,66,0.0,0.0,26,5.5,29.97,0.0,29.26,81.0,91,70,7.2, ,17.0,155.0,66,0.0,0.0,23,6.5,29.95,0.0,29.31,82.0,91,73,14.400000000000002,14.400000000000002,41.995,-87.933,41.786,-87.752
